,date,open,close,high,low,amount,pcnt,pcnt_1d,pcnt_5d,pcnt_10d,pcnt_20d,pcnt_60d,pcnt_120d,pcnt_240d,max_price,min_price,max_price_500d,min_price_500d
0,2021-03-08,1.01,0.963,1.015,0.962,2833420.0,,5.503634475597085,5.503634475597085,5.503634475597085,5.503634475597085,5.503634475597085,5.503634475597085,5.503634475597085,1.015,0.962,1.015,0.962
1,2021-03-09,0.943,0.911,0.945,0.892,1202218.0,-5.708013172338083,13.50164654226124,13.50164654226124,13.50164654226124,13.50164654226124,13.50164654226124,13.50164654226124,13.50164654226124,1.015,0.892,1.015,0.892
2,2021-03-10,0.919,0.91,0.926,0.892,1050793.0,-0.10989010989010997,5.824175824175817,13.516483516483504,13.516483516483504,13.516483516483504,13.516483516483504,13.516483516483504,13.516483516483504,1.015,0.892,1.015,0.892
3,2021-03-11,0.914,0.955,0.956,0.903,1176135.0,4.712041884816746,6.701570680628268,12.87958115183245,12.87958115183245,12.87958115183245,12.87958115183245,12.87958115183245,12.87958115183245,1.015,0.892,1.015,0.892
4,2021-03-12,0.965,0.958,0.972,0.944,1026081.0,0.31315240083507334,7.202505219206675,12.839248434237986,12.839248434237986,12.839248434237986,12.839248434237986,12.839248434237986,12.839248434237986,1.015,0.892,1.015,0.892
5,2021-03-15,0.945,0.963,0.978,0.94,861778.0,0.5192107995846318,3.9460020768432016,12.772585669781918,12.772585669781918,12.772585669781918,12.772585669781918,12.772585669781918,12.772585669781918,1.015,0.892,1.015,0.892
6,2021-03-16,0.963,0.94,0.967,0.93,808644.0,-2.4468085106383,5.106382978723397,9.148936170212762,13.085106382978712,13.085106382978712,13.085106382978712,13.085106382978712,13.085106382978712,1.015,0.892,1.015,0.892
7,2021-03-17,0.929,0.935,0.943,0.917,473675.0,-0.5347593582887586,5.347593582887693,9.19786096256684,13.15508021390373,13.15508021390373,13.15508021390373,13.15508021390373,13.15508021390373,1.015,0.892,1.015,0.892
8,2021-03-18,0.935,0.919,0.94,0.917,811501.0,-1.74102285092492,2.8291621327529826,8.16104461371055,13.384113166485298,13.384113166485298,13.384113166485298,13.384113166485298,13.384113166485298,1.015,0.892,1.015,0.892
9,2021-03-19,0.906,0.914,0.924,0.9,727713.0,-0.5470459518599567,4.3763676148796415,8.533916849015313,13.457330415754912,13.457330415754912,13.457330415754912,13.457330415754912,13.457330415754912,1.015,0.892,1.015,0.892
10,2021-03-22,0.907,0.921,0.931,0.904,520321.0,0.7600434310532037,3.3659066232356163,8.469055374592829,13.35504885993484,13.35504885993484,13.35504885993484,13.35504885993484,13.35504885993484,1.015,0.892,1.015,0.892
11,2021-03-23,0.925,0.884,0.925,0.877,1359111.0,-4.185520361990954,6.108597285067878,10.180995475113118,11.425339366515834,15.610859728506776,15.610859728506776,15.610859728506776,15.610859728506776,1.015,0.877,1.015,0.877
